first_name,second_name,team,goals_scored,assists,total_points,minutes,goals_conceded,creativity,influence,threat,bonus,bps,ict_index,clean_sheets,red_cards,yellow_cards,selected_by_percent,now_cost,element_type
Folarin,Balogun,Arsenal,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,44,FWD
Cédric,Alves Soares,Arsenal,0,0,3,59,0,4.3,2.0,0.0,0,15,0.6,0,0,0,0.5,38,DEF
Mohamed,Elneny,Arsenal,0,1,6,25,0,2.1,4.0,10.0,0,16,1.6,0,0,0,0.1,44,MID
Fábio,Ferreira Vieira,Arsenal,1,3,23,282,2,78.0,82.2,79.0,0,67,23.8,1,1,0,0.1,54,MID
Gabriel,dos Santos Magalhães,Arsenal,3,1,122,2539,23,113.7,598.0,361.0,6,550,107.5,12,0,4,28.9,54,DEF
Kai,Havertz,Arsenal,9,7,134,2111,19,462.4,537.0,697.0,11,372,169.5,12,0,9,7.7,74,MID
Gabriel,Fernando de Jesus,Arsenal,4,5,74,1354,11,364.0,321.6,715.0,10,232,140.2,10,0,6,2.9,77,FWD
Jorge Luiz,Frello Filho,Arsenal,0,2,42,894,11,186.0,155.4,16.0,1,175,35.7,4,0,1,0.2,53,MID
Jakub,Kiwior,Arsenal,1,3,60,855,8,104.4,219.0,90.0,1,236,41.5,5,0,1,1.1,43,DEF
Marcus,Oliveira Alencar,Arsenal,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID
Gabriel,Martinelli Silva,Arsenal,6,5,111,1824,20,625.6,448.0,663.0,6,372,173.2,10,0,1,4.6,76,MID
Eddie,Nketiah,Arsenal,5,4,71,1065,10,136.3,235.0,417.0,5,206,77.2,6,0,3,3.2,50,FWD
Martin,Ødegaard,Arsenal,7,7,149,2565,20,1180.0,718.6,621.0,21,577,252.1,15,0,2,18.1,86,MID
Thomas,Partey,Arsenal,0,0,13,366,2,65.5,65.2,19.0,0,82,15.1,2,0,0,0.1,48,MID
Nicolas,Pépé,Arsenal,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,49,MID
Aaron,Ramsdale,Arsenal,0,0,20,540,5,0.0,73.2,0.0,0,90,7.3,2,0,0,5.5,45,GLK
Rúnar Alex,Rúnarsson,Arsenal,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,40,GLK
Bukayo,Saka,Arsenal,14,10,194,2500,25,1097.7,928.4,1092.0,25,671,312.0,12,0,3,59.7,90,MID
William,Saliba,Arsenal,2,1,133,2885,26,130.5,585.8,112.0,8,643,82.9,14,0,4,40.5,59,DEF
Emile,Smith Rowe,Arsenal,0,2,24,322,3,69.9,62.4,118.0,0,72,24.7,3,0,0,0.1,53,MID
Kieran,Tierney,Arsenal,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,44,DEF
Takehiro,Tomiyasu,Arsenal,1,1,42,709,7,74.5,157.4,66.0,3,161,29.5,3,1,0,0.3,45,DEF
Leandro,Trossard,Arsenal,8,2,101,1212,9,315.3,408.0,583.0,8,283,130.6,7,0,0,2.0,65,MID
Benjamin,White,Arsenal,2,5,142,2474,23,449.1,593.0,160.0,11,635,120.3,14,0,7,19.8,60,DEF
Granit,Xhaka,Arsenal,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,60,MID
Oleksandr,Zinchenko,Arsenal,1,2,102,1668,15,443.7,385.8,133.0,16,453,96.3,9,0,2,6.1,50,DEF
David,Raya Martin,Arsenal,0,0,106,2345,21,0.0,343.6,0.0,3,458,34.2,12,0,1,10.4,52,GLK
Declan,Rice,Arsenal,6,5,131,2690,25,558.9,774.6,307.0,13,619,164.3,13,0,3,6.1,55,MID
Reiss,Nelson,Arsenal,0,0,16,256,1,87.7,42.8,39.0,0,58,16.9,1,0,1,0.0,48,MID
Jurriën,Timber,Arsenal,0,0,0,49,0,2.4,3.6,0.0,0,3,0.6,0,0,1,0.4,46,DEF
Karl,Hein,Arsenal,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,40,GLK
Charles,Sagoe,Arsenal,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID
Reuell,Walters,Arsenal,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,DEF
Bradley,Ibrahim,Arsenal,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID
Myles,Lewis-Skelly,Arsenal,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID
Ethan,Nwaneri,Arsenal,0,0,1,13,0,12.3,2.0,4.0,0,3,1.8,0,0,0,0.0,45,MID
Mauro,Bandeira,Arsenal,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID
James,Sweet,Arsenal,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,DEF
Alexandre,Moreno Lopera,Aston Villa,2,0,48,1023,20,156.6,217.6,152.0,5,208,52.6,3,0,2,2.0,50,DEF
Leon,Bailey,Aston Villa,9,10,130,1723,26,600.1,581.0,535.0,8,424,171.4,5,0,4,3.5,55,MID
Emiliano,Buendía Stati,Aston Villa,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,57,MID
Matty,Cash,Aston Villa,2,1,58,1894,32,206.7,419.6,372.0,4,309,100.0,3,0,6,10.6,45,DEF
Calum,Chambers,Aston Villa,0,0,1,71,2,0.5,14.4,0.0,0,11,1.5,0,0,1,1.9,38,DEF
Philippe,Coutinho Correia,Aston Villa,0,0,2,24,1,2.8,4.0,12.0,0,7,1.8,0,0,0,0.2,58,MID
Keinan,Davis,Aston Villa,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,49,FWD
Leander,Dendoncker,Aston Villa,1,1,20,118,3,3.9,59.2,37.0,3,64,10.0,0,0,0,0.0,49,MID
Diego Carlos,Santos Silva,Aston Villa,0,0,50,1521,26,58.6,308.2,82.0,1,295,44.9,6,0,4,0.5,44,DEF
Lucas,Digne,Aston Villa,1,4,80,1956,29,511.9,379.4,187.0,5,374,107.9,6,0,6,3.0,46,DEF
Douglas Luiz,Soares de Paulo,Aston Villa,9,5,142,2661,47,817.4,742.6,377.0,25,628,193.9,6,0,10,5.7,54,MID
Jhon,Durán,Aston Villa,3,1,33,335,6,43.7,120.0,129.0,4,99,28.6,0,0,5,0.2,50,FWD
Kortney,Hause,Aston Villa,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,39,DEF
Tim,Iroegbunam,Aston Villa,0,0,8,120,5,3.4,17.6,0.0,0,26,2.0,0,0,0,0.0,44,MID
Boubacar,Kamara,Aston Villa,0,1,40,1653,22,292.7,256.2,44.0,1,247,59.1,7,1,7,0.1,50,MID
Ezri,Konsa Ngoyo,Aston Villa,1,1,85,2620,42,161.7,493.2,212.0,7,506,86.9,7,0,5,2.4,45,DEF
Emiliano,Martínez Romero,Aston Villa,0,0,111,2790,44,20.0,737.8,0.0,19,602,75.8,8,0,4,12.2,53,GLK
John,McGinn,Aston Villa,6,4,108,2554,42,640.7,600.8,346.0,9,454,159.0,7,1,7,0.9,53,MID
Tyrone,Mings,Aston Villa,0,0,0,30,2,13.0,3.6,5.0,0,5,2.2,0,0,0,1.1,41,DEF
Robin,Olsen,Aston Villa,0,0,4,180,5,0.0,66.8,0.0,0,37,6.7,0,0,0,0.6,39,GLK
Jaden,Philogene-Bidace,Aston Villa,0,0,1,3,1,0.3,0.4,2.0,0,3,0.3,0,0,0,0.1,45,MID
Jacob,Ramsey,Aston Villa,1,1,29,848,12,159.3,124.0,182.0,0,101,46.7,0,0,2,0.1,59,MID
Morgan,Sanson,Aston Villa,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID
Viljami,Sinisalo,Aston Villa,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,GLK
Youri,Tielemans,Aston Villa,1,6,66,1433,23,315.3,309.4,117.0,1,273,74.4,4,0,3,0.5,56,MID
Bertrand,Traoré,Aston Villa,0,0,2,10,0,0.0,3.0,0.0,0,6,0.3,0,0,0,0.0,50,MID
Ollie,Watkins,Aston Villa,19,15,208,2794,45,529.5,958.8,1285.0,28,705,277.3,7,0,4,38.4,89,FWD
Wesley,Moraes Ferreira da Silva,Aston Villa,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,50,FWD
Pau,Torres,Aston Villa,2,0,79,2102,30,134.3,419.8,128.0,4,405,68.3,6,0,1,3.2,46,DEF
Moussa,Diaby,Aston Villa,5,10,122,1774,29,519.3,433.2,547.0,8,365,149.7,7,0,1,5.9,63,MID
Omari,Kellyman,Aston Villa,0,0,1,13,0,0.3,0.4,2.0,0,3,0.3,0,0,0,0.0,45,MID
Filip,Marschall,Aston Villa,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,GLK
Nicolò,Zaniolo,Aston Villa,2,0,33,810,13,109.5,142.2,338.0,0,32,58.5,2,0,7,0.1,54,MID
Oliwier,Zych,Aston Villa,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,GLK
Clément,Lenglet,Aston Villa,0,1,25,1063,22,40.7,241.2,103.0,0,197,38.4,2,0,2,0.2,45,DEF
Sam,Proctor,Aston Villa,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,GLK
Tommi,O'Reilly,Aston Villa,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID
James,Wright,Aston Villa,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,GLK
Kaine,Kesler-Hayden,Aston Villa,0,0,1,1,0,0.0,0.0,0.0,0,3,0.0,0,0,0,0.0,40,DEF
Morgan,Rogers,Aston Villa,1,1,21,431,10,65.2,96.2,76.0,0,68,23.6,2,0,2,0.0,50,MID
Joe,Gauci,Aston Villa,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,39,GLK
Jaidon,Anthony,Bournemouth,0,0,3,151,5,4.6,9.0,16.0,0,4,3.0,0,0,1,0.0,49,MID
Philip,Billing,Bournemouth,2,3,57,1331,34,302.2,301.0,266.0,3,218,86.7,2,1,3,0.3,51,MID
David,Brooks,Bournemouth,1,1,23,271,7,112.4,88.2,113.0,2,71,31.4,0,0,1,0.0,47,MID
Ryan,Christie,Bournemouth,0,4,75,2460,49,578.3,493.6,323.0,5,358,139.8,6,0,5,0.1,50,MID
Lewis,Cook,Bournemouth,0,3,63,2247,41,579.3,419.4,57.0,5,359,105.8,6,1,5,0.1,50,MID
Siriki,Dembélé,Bournemouth,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID
Ryan,Fredericks,Bournemouth,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,43,DEF
James,Hill,Bournemouth,0,0,3,70,1,2.2,22.4,0.0,0,14,2.5,0,0,0,0.1,40,DEF
Lloyd,Kelly,Bournemouth,0,1,38,1268,27,122.4,225.4,44.0,5,235,39.2,3,0,2,0.1,45,DEF
Gavin,Kilkenny,Bournemouth,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,43,MID
Justin,Kluivert,Bournemouth,6,1,82,1460,17,249.2,314.0,472.0,2,204,103.8,8,0,4,1.1,46,MID
Jamal,Lowe,Bournemouth,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,49,MID
Emiliano,Marcondes,Bournemouth,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,43,MID
Chris,Mepham,Bournemouth,0,1,16,613,16,40.0,142.6,27.0,0,113,21.0,1,0,2,0.1,43,DEF
Kieffer,Moore,Bournemouth,1,0,14,100,2,27.9,37.4,81.0,2,38,14.1,0,0,0,0.2,46,FWD
Norberto,Murara Neto,Bournemouth,0,0,107,2700,50,0.0,829.0,0.0,14,565,82.9,7,0,5,7.1,47,GLK
Dango,Ouattara,Bournemouth,1,1,42,840,18,200.6,219.6,229.0,3,160,65.2,3,0,2,0.0,47,MID
Ben,Pearson,Bournemouth,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID
Darren,Randolph,Bournemouth,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.4,39,GLK
Joe,Rothwell,Bournemouth,0,0,13,380,12,63.9,45.8,5.0,0,54,11.6,0,0,0,0.0,48,MID
Antoine,Semenyo,Bournemouth,7,4,90,1622,25,330.3,424.8,587.0,11,311,134.2,6,0,5,2.5,45,FWD
Marcos,Senesi,Bournemouth,3,4,78,1749,36,220.6,570.6,93.0,10,366,88.8,4,0,9,2.6,44,DEF
Adam,Smith,Bournemouth,0,3,61,1755,30,257.4,295.4,24.0,3,303,57.8,5,0,4,0.7,44,DEF
Dominic,Solanke,Bournemouth,17,3,156,2848,53,437.2,807.4,1192.0,20,493,243.7,8,0,3,30.7,72,FWD
Marcus,Tavernier,Bournemouth,3,4,87,2037,34,599.4,449.6,440.0,5,312,148.9,8,0,3,0.4,51,MID
Hamed,Traorè,Bournemouth,0,0,3,44,1,14.8,12.8,30.0,0,10,5.7,0,0,0,0.0,47,MID
Mark,Travers,Bournemouth,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,40,GLK
Illia,Zabarnyi,Bournemouth,1,0,74,2880,57,96.6,578.8,117.0,2,498,79.4,7,0,4,3.9,45,DEF
Milos,Kerkez,Bournemouth,0,1,52,1708,32,163.2,287.2,118.0,1,254,56.9,5,0,3,0.7,44,DEF
Ionuț,Radu,Bournemouth,0,0,2,180,7,0.0,33.0,0.0,0,31,3.3,0,0,0,0.1,43,GLK
Ben,Greenwood,Bournemouth,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,40,DEF
Max,Aarons,Bournemouth,0,1,25,1105,30,109.7,168.6,27.0,0,180,30.4,2,0,1,0.1,44,DEF
Alex,Scott,Bournemouth,1,1,31,733,20,187.7,159.2,70.0,3,121,41.6,1,0,2,0.0,49,MID
Tyler,Adams,Bournemouth,0,0,4,109,1,13.3,23.2,6.0,1,24,4.3,0,0,0,0.0,49,MID
Luis,Sinisterra,Bournemouth,2,2,43,685,18,251.4,221.4,343.0,2,149,81.7,1,0,0,0.0,55,MID
Romain,Faivre,Bournemouth,0,0,3,36,0,2.3,3.6,13.0,0,5,1.6,0,0,1,0.0,50,MID
Max,Kinsey,Bournemouth,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,DEF
Enes,Ünal,Bournemouth,1,2,20,139,4,26.2,68.0,126.0,0,58,21.8,0,0,0,0.0,50,FWD
Dominic,Sadi,Bournemouth,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID
Michael,Dacosta Gonzalez,Bournemouth,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID
Kristoffer,Ajer,Brentford,2,1,59,1637,32,161.8,373.6,190.0,3,285,72.5,4,0,5,0.9,44,DEF
Ellery,Balcombe,Brentford,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,39,GLK
Shandon,Baptiste,Brentford,1,1,19,222,5,54.8,92.4,60.0,0,83,20.6,0,0,1,0.8,43,MID
Mads,Bech Sørensen,Brentford,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,40,DEF
Mads,Bidstrup,Brentford,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID
Sergi,Canós Tenés,Brentford,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,50,MID
Nathan,Collins,Brentford,1,1,73,2379,49,123.2,551.8,170.0,7,436,84.6,6,0,3,1.0,45,DEF
Matthew,Cox,Brentford,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,GLK
Mikkel,Damsgaard,Brentford,0,4,37,625,8,138.7,122.8,78.0,0,129,34.1,3,0,2,0.0,48,MID
Josh,Dasilva,Brentford,0,0,3,22,0,15.4,6.8,14.0,0,6,3.6,0,0,0,0.0,47,MID
Halil,Dervişoğlu,Brentford,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,FWD
Mark,Flekken,Brentford,0,1,103,2925,57,30.3,818.4,0.0,9,609,84.9,6,0,3,4.9,47,GLK
Charlie,Goode,Brentford,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,39,DEF
Rico,Henry,Brentford,0,1,13,401,5,67.9,72.8,17.0,0,74,15.7,1,0,1,0.8,43,DEF
Aaron,Hickey,Brentford,0,0,17,713,12,28.4,66.6,37.0,0,87,12.9,2,0,5,0.1,43,DEF
Vitaly,Janelt,Brentford,0,4,78,2768,48,476.5,414.4,254.0,1,395,114.6,7,0,8,0.1,53,MID
Mathias,Jensen,Brentford,3,4,95,2021,40,608.7,446.8,128.0,10,393,118.2,9,0,3,0.8,53,MID
Keane,Lewis-Potter,Brentford,3,2,66,1279,29,185.3,229.4,421.0,1,182,83.5,4,0,0,0.1,47,MID
Bryan,Mbeumo,Brentford,8,6,108,1597,25,467.4,433.6,479.0,9,323,137.8,4,0,1,6.8,68,MID
Ben,Mee,Brentford,2,1,39,1272,28,88.2,334.8,118.0,3,210,54.2,1,1,1,1.1,48,DEF
Christian,Nørgaard,Brentford,2,1,64,2194,46,337.2,451.4,297.0,3,364,108.9,4,0,8,0.1,52,MID
Frank,Onyeka,Brentford,1,2,38,1139,27,164.0,252.8,189.0,0,143,60.5,1,0,8,0.0,49,MID
Ethan,Pinnock,Brentford,2,0,67,2161,40,60.5,546.4,190.0,5,419,80.1,4,0,1,1.4,45,DEF
Mads,Roerslev Rasmussen,Brentford,1,2,71,1834,36,262.9,355.8,86.0,3,327,70.9,5,0,1,0.7,44,DEF
Kevin,Schade,Brentford,2,2,29,275,3,55.3,67.4,64.0,2,77,18.6,1,0,0,0.1,52,MID
Thomas,Strakosha,Brentford,0,0,4,135,2,0.0,42.8,0.0,0,24,4.3,0,0,0,1.4,39,GLK
Ivan,Toney,Brentford,4,2,48,1089,24,176.0,242.4,391.0,4,141,80.6,2,0,3,7.4,80,FWD
Ryan,Trevitt,Brentford,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID
Yoane,Wissa,Brentford,10,2,105,2287,34,312.8,408.0,671.0,8,370,137.8,11,0,6,5.1,57,FWD
Yegor,Yarmoliuk,Brentford,0,0,29,621,8,52.8,82.0,108.0,0,83,24.2,4,0,2,0.5,43,MID
Mathias,Jorgensen,Brentford,1,0,29,996,20,71.7,198.0,90.0,3,160,36.0,2,0,4,0.4,43,DEF
Neal,Maupay,Brentford,6,3,76,1401,36,241.6,325.8,565.0,6,250,112.6,4,0,7,1.1,49,FWD
Sergio,Reguilón,Brentford,0,6,60,1195,25,298.6,261.4,99.0,9,280,66.0,4,1,5,2.5,45,DEF
Michael,Olakigbe,Brentford,0,0,8,51,0,4.1,4.8,27.0,0,14,3.5,0,0,0,0.0,45,MID
Ethan,Brierley,Brentford,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID
Saman,Ghoddos,Brentford,1,0,25,701,19,162.9,134.2,45.0,0,121,34.4,0,0,5,0.0,45,MID
Ji-Soo,Kim,Brentford,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,DEF
Valintino,Adedokun,Brentford,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,DEF
Myles,Peart-Harris,Brentford,0,0,3,11,0,10.9,2.2,2.0,0,6,1.5,0,0,0,0.0,45,MID
Vincent,Angelini,Brentford,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,GLK
Hákon,Valdimarsson,Brentford,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,GLK
Benjamin,Fredrick,Brentford,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,DEF
Benjamin,Arthur,Brentford,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,DEF
Simon,Adingra,Brighton,6,1,86,1764,31,392.1,416.0,601.0,8,284,140.9,3,0,2,0.6,50,MID
Steven,Alzate,Brighton,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,44,MID
Yasin,Ayari,Brighton,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID
Facundo,Buonanotte,Brighton,3,1,48,1071,13,262.3,229.4,196.0,1,139,68.8,5,0,7,0.1,47,MID
Aaron,Connolly,Brighton,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,FWD
Mahmoud,Dahoud,Brighton,0,1,14,449,6,127.2,70.4,24.0,0,68,21.7,1,1,1,0.1,48,MID
Lewis,Dunk,Brighton,3,1,79,2464,44,202.6,730.4,362.0,10,487,129.5,4,1,5,5.4,52,DEF
Julio,Enciso,Brighton,0,2,14,232,6,54.0,53.6,103.0,0,35,21.0,0,0,1,0.4,50,MID
Pervis,Estupiñán,Brighton,2,3,57,1242,26,382.6,350.8,156.0,7,291,89.0,3,0,4,17.9,48,DEF
Evan,Ferguson,Brighton,6,1,69,1356,28,106.7,275.0,393.0,5,218,77.3,2,0,1,3.8,57,FWD
Billy,Gilmour,Brighton,0,3,54,1775,30,423.7,251.0,97.0,4,310,77.2,5,1,5,0.2,48,MID
Pascal,Groß,Brighton,4,11,141,2572,38,1443.0,888.2,374.0,29,640,270.6,6,0,5,4.6,62,MID
João Pedro,Junqueira de Jesus,Brighton,8,2,88,1590,27,419.4,507.2,757.0,11,335,168.4,4,0,2,5.6,52,FWD
Michał,Karbownik,Brighton,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,DEF
Kacper,Kozłowski,Brighton,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID
Adam,Lallana,Brighton,0,1,28,738,10,235.1,78.0,110.0,0,90,42.0,2,0,2,0.0,49,MID
Tariq,Lamptey,Brighton,0,3,28,765,16,110.8,111.8,56.0,0,128,27.6,1,0,3,4.2,39,DEF
Solly,March,Brighton,3,1,39,555,11,126.5,197.4,139.0,6,134,46.4,2,0,1,2.0,61,MID
Tom,McGill,Brighton,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,39,GLK
James,Milner,Brighton,0,2,28,770,12,253.5,152.8,61.0,0,146,46.8,4,0,3,0.1,48,MID
Kaoru,Mitoma,Brighton,3,7,74,1485,27,375.1,327.6,636.0,7,252,134.0,1,0,4,12.1,64,MID
Jakub,Moder,Brighton,0,0,16,438,8,65.5,56.4,64.0,0,58,18.6,1,0,2,0.1,44,MID
Jeremy,Sarmiento Morante,Brighton,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID
Kjell,Scherpen,Brighton,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,GLK
Jason,Steele,Brighton,0,0,41,1350,28,0.1,347.4,0.0,5,270,34.7,2,0,0,1.8,41,GLK
Deniz,Undav,Brighton,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,55,FWD
Jan Paul,van Hecke,Brighton,0,0,61,2278,34,166.0,608.4,173.0,3,441,94.9,5,0,4,3.8,41,DEF
Joël,Veltman,Brighton,0,1,36,1389,28,95.1,261.8,59.0,0,258,41.7,2,0,3,0.4,43,DEF
Bart,Verbruggen,Brighton,0,0,54,1530,22,0.0,428.2,0.0,6,334,42.8,3,0,2,0.8,44,GLK
Adam,Webster,Brighton,0,0,13,766,16,73.2,162.0,32.0,0,142,26.9,1,0,2,0.1,42,DEF
Danny,Welbeck,Brighton,4,3,63,1281,19,259.5,256.0,398.0,5,204,91.5,7,0,3,0.9,57,FWD
Andi,Zeqiri,Brighton,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.4,44,FWD
Igor Julio,dos Santos de Paulo,Brighton,0,0,25,1164,18,100.3,217.8,15.0,1,210,33.4,1,0,4,0.1,43,DEF
Jack,Hinshelwood,Brighton,3,0,42,866,17,118.9,200.2,230.0,5,155,55.0,2,0,1,0.0,45,MID
Carlos,Baleba,Brighton,0,0,27,1117,23,120.0,159.6,68.0,0,142,34.9,2,0,6,0.0,45,MID
Anssumane,Fati Vieira,Brighton,2,1,31,495,11,90.0,119.0,277.0,1,78,48.6,1,0,2,0.4,64,MID
Mark,O’Mahony,Brighton,0,0,0,1,0,1.0,0.0,0.0,0,-1,0.0,0,0,1,0.0,45,FWD
Benicio,Baker-Boaitey,Brighton,0,0,4,14,1,1.6,4.6,0.0,0,11,0.5,0,0,0,0.0,45,MID
Ben,Jackson,Brighton,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,DEF
Joshua,Duffus,Brighton,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,44,MID
Leigh,Kavanagh,Brighton,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,DEF
Luca,Barrington,Brighton,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID
Cameron,Peupion,Brighton,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID
Valentín,Barco,Brighton,0,0,1,1,0,0.0,0.2,0.0,0,1,0.0,0,0,0,0.0,40,DEF
Samy,Chouchane,Brighton,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID
Odeluga,Offiah,Brighton,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,DEF
Enock,Agyei,Burnley,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.4,42,MID
Ameen,Al-Dakhil,Burnley,1,0,19,1055,26,42.8,193.0,84.0,0,127,32.0,0,0,1,1.5,38,DEF
Samuel,Bastien,Burnley,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,49,MID
Manuel Benson,Hedilazio,Burnley,0,0,7,92,4,26.0,17.0,30.0,0,20,7.4,0,0,0,0.1,52,MID
Jordan,Beyer,Burnley,0,1,30,1234,23,46.1,330.8,35.0,4,236,41.3,2,0,6,0.9,39,DEF
Josh,Brownhill,Burnley,4,2,76,2149,52,450.3,482.8,214.0,2,358,114.9,2,1,3,0.2,47,MID
Darko,Churlinov,Burnley,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,44,MID
Jack,Cork,Burnley,0,0,3,18,0,1.9,4.2,2.0,0,7,0.8,0,0,0,0.0,48,MID
Dara,Costelloe,Burnley,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID
Josh,Cullen,Burnley,1,4,52,1706,39,328.0,326.6,69.0,3,313,72.3,0,0,7,0.1,50,MID
CJ,Egan-Riley,Burnley,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,39,DEF
Hjalmar,Ekdal,Burnley,0,0,14,391,7,14.1,70.8,15.0,3,67,9.9,1,0,2,0.2,39,DEF
Lyle,Foster,Burnley,5,3,67,1548,34,194.4,299.0,312.0,4,214,80.6,2,1,0,0.4,47,FWD
Denis,Franchi,Burnley,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,39,GLK
