name,fixture,opponent_team,total_points,was_home,kickoff_time,team_h_score,team_a_score,round,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,value,transfers_balance,selected,transfers_in,transfers_out,team
Jamal Lowe,14.0,11.0,0.0,False,2023-08-19T14:00:00Z,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,50.0,-228.0,1650.0,34.0,262.0,Bournemouth
Emiliano Marcondes,3.0,19.0,0.0,True,2023-08-12T14:00:00Z,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,45.0,0.0,3266.0,0.0,0.0,Bournemouth
Emiliano Marcondes,14.0,11.0,0.0,False,2023-08-19T14:00:00Z,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,45.0,-365.0,3512.0,179.0,544.0,Bournemouth
Chris Mepham,3.0,19.0,0.0,True,2023-08-12T14:00:00Z,1.0,1.0,1.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,5.8,11.2,0.0,1.7,0.0,0.00,0.01,0.01,0.23,45.0,0.0,7439.0,0.0,0.0,Bournemouth
Chris Mepham,14.0,11.0,0.0,False,2023-08-19T14:00:00Z,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,45.0,-1356.0,7404.0,194.0,1550.0,Bournemouth
Kieffer Moore,3.0,19.0,1.0,True,2023-08-12T14:00:00Z,1.0,1.0,1.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.3,7.0,0.9,0.0,0.04,0.05,0.09,0.23,50.0,0.0,42328.0,0.0,0.0,Bournemouth
Kieffer Moore,14.0,11.0,1.0,False,2023-08-19T14:00:00Z,3.0,1.0,2.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,1.3,8.0,0.8,0.0,0.23,0.00,0.23,0.20,50.0,-5254.0,39780.0,1494.0,6748.0,Bournemouth
Norberto Murara Neto,3.0,19.0,2.0,True,2023-08-12T14:00:00Z,1.0,1.0,1.0,90.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,11.0,14.0,0.0,0.0,1.4,1.0,0.00,0.01,0.01,1.07,45.0,0.0,62624.0,0.0,0.0,Bournemouth
Norberto Murara Neto,14.0,11.0,10.0,False,2023-08-19T14:00:00Z,3.0,1.0,2.0,90.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,1.0,0.0,8.0,3.0,37.0,70.4,0.0,0.0,7.0,1.0,0.00,0.00,0.00,3.08,45.0,-3109.0,68815.0,2923.0,6032.0,Bournemouth
Dango Ouattara,3.0,19.0,0.0,True,2023-08-12T14:00:00Z,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,50.0,0.0,4909.0,0.0,0.0,Bournemouth
Dango Ouattara,14.0,11.0,0.0,False,2023-08-19T14:00:00Z,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,50.0,-1887.0,3162.0,27.0,1914.0,Bournemouth
Ben Pearson,3.0,19.0,0.0,True,2023-08-12T14:00:00Z,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,45.0,0.0,189.0,0.0,0.0,Bournemouth
Ben Pearson,14.0,11.0,0.0,False,2023-08-19T14:00:00Z,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,45.0,-39.0,149.0,0.0,39.0,Bournemouth
Darren Randolph,3.0,19.0,0.0,True,2023-08-12T14:00:00Z,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,40.0,0.0,52208.0,0.0,0.0,Bournemouth
Darren Randolph,14.0,11.0,0.0,False,2023-08-19T14:00:00Z,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,40.0,-852.0,56991.0,1581.0,2433.0,Bournemouth
Joe Rothwell,3.0,19.0,2.0,True,2023-08-12T14:00:00Z,1.0,1.0,1.0,90.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,18.8,15.3,1.0,3.5,1.0,0.03,0.04,0.07,1.07,50.0,0.0,1430.0,0.0,0.0,Bournemouth
Joe Rothwell,14.0,11.0,2.0,False,2023-08-19T14:00:00Z,3.0,1.0,2.0,75.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.8,11.2,0.0,1.3,1.0,0.00,0.01,0.01,3.00,50.0,-104.0,1839.0,139.0,243.0,Bournemouth
Antoine Semenyo,3.0,19.0,4.0,True,2023-08-12T14:00:00Z,1.0,1.0,1.0,15.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,2.3,3.0,0.5,0.0,0.07,0.01,0.08,0.19,45.0,0.0,65212.0,0.0,0.0,Bournemouth
Antoine Semenyo,14.0,11.0,6.0,False,2023-08-19T14:00:00Z,3.0,1.0,2.0,75.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,32.0,38.4,14.8,31.0,8.4,1.0,0.18,0.10,0.28,3.00,45.0,33524.0,130520.0,46499.0,12975.0,Bournemouth
Marcos Senesi,3.0,19.0,1.0,True,2023-08-12T14:00:00Z,1.0,1.0,1.0,59.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,16.2,0.5,0.0,1.7,1.0,0.00,0.02,0.02,0.84,45.0,0.0,13935.0,0.0,0.0,Bournemouth
Marcos Senesi,14.0,11.0,1.0,False,2023-08-19T14:00:00Z,3.0,1.0,2.0,83.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,25.2,10.6,0.0,3.6,1.0,0.00,0.06,0.06,3.08,45.0,-2409.0,13514.0,492.0,2901.0,Bournemouth
Adam Smith,3.0,19.0,0.0,True,2023-08-12T14:00:00Z,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,45.0,0.0,2685.0,0.0,0.0,Bournemouth
Adam Smith,14.0,11.0,0.0,False,2023-08-19T14:00:00Z,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,45.0,-729.0,1990.0,44.0,773.0,Bournemouth
Dominic Solanke,3.0,19.0,7.0,True,2023-08-12T14:00:00Z,1.0,1.0,1.0,90.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,22.0,40.6,23.0,72.0,13.6,1.0,0.98,0.14,1.12,1.07,65.0,0.0,252120.0,0.0,0.0,Bournemouth
Dominic Solanke,14.0,11.0,5.0,False,2023-08-19T14:00:00Z,3.0,1.0,2.0,90.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,16.2,21.6,18.0,5.6,1.0,0.15,0.01,0.16,3.08,65.0,-10112.0,260913.0,15961.0,26073.0,Bournemouth
Marcus Tavernier,3.0,19.0,0.0,True,2023-08-12T14:00:00Z,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,55.0,0.0,2591.0,0.0,0.0,Bournemouth
Marcus Tavernier,14.0,11.0,0.0,False,2023-08-19T14:00:00Z,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,55.0,-738.0,1904.0,37.0,775.0,Bournemouth
Hamed Traorè,3.0,19.0,0.0,True,2023-08-12T14:00:00Z,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,50.0,0.0,2008.0,0.0,0.0,Bournemouth
Hamed Traorè,14.0,11.0,1.0,False,2023-08-19T14:00:00Z,3.0,1.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,9.8,0.6,26.0,3.6,0.0,0.15,0.00,0.15,0.00,50.0,-383.0,2095.0,52.0,435.0,Bournemouth
Mark Travers,3.0,19.0,0.0,True,2023-08-12T14:00:00Z,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,40.0,0.0,17482.0,0.0,0.0,Bournemouth
Mark Travers,14.0,11.0,0.0,False,2023-08-19T14:00:00Z,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,40.0,-2164.0,15145.0,0.0,2164.0,Bournemouth
Illia Zabarnyi,3.0,19.0,2.0,True,2023-08-12T14:00:00Z,1.0,1.0,1.0,90.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,15.4,1.2,0.0,1.7,1.0,0.00,0.01,0.01,1.07,45.0,0.0,6638.0,0.0,0.0,Bournemouth
Illia Zabarnyi,14.0,11.0,1.0,False,2023-08-19T14:00:00Z,3.0,1.0,2.0,90.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,33.4,0.2,0.0,3.4,1.0,0.00,0.00,0.00,3.08,45.0,221.0,8955.0,1063.0,842.0,Bournemouth
Milos Kerkez,3.0,19.0,2.0,True,2023-08-12T14:00:00Z,1.0,1.0,1.0,90.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,15.6,15.8,2.0,3.3,1.0,0.00,0.05,0.05,1.07,45.0,0.0,18643.0,0.0,0.0,Bournemouth
Milos Kerkez,14.0,11.0,1.0,False,2023-08-19T14:00:00Z,3.0,1.0,2.0,90.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,20.4,5.5,2.0,2.8,1.0,0.00,0.01,0.01,3.08,45.0,-6.0,21934.0,1583.0,1589.0,Bournemouth
Ionuț Radu,3.0,19.0,0.0,True,2023-08-12T14:00:00Z,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,45.0,0.0,8745.0,0.0,0.0,Bournemouth
Ionuț Radu,14.0,11.0,0.0,False,2023-08-19T14:00:00Z,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,45.0,-908.0,9821.0,133.0,1041.0,Bournemouth
Ben Greenwood,3.0,19.0,0.0,True,2023-08-12T14:00:00Z,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,40.0,0.0,8831.0,0.0,0.0,Bournemouth
Ben Greenwood,14.0,11.0,0.0,False,2023-08-19T14:00:00Z,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,40.0,195.0,13819.0,1325.0,1130.0,Bournemouth
Max Aarons,3.0,19.0,2.0,True,2023-08-12T14:00:00Z,1.0,1.0,1.0,74.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,9.0,14.8,0.0,2.4,1.0,0.00,0.07,0.07,0.88,45.0,0.0,4501.0,0.0,0.0,Bournemouth
Max Aarons,14.0,11.0,1.0,False,2023-08-19T14:00:00Z,3.0,1.0,2.0,90.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,22.6,5.3,2.0,3.0,1.0,0.02,0.02,0.04,3.08,45.0,3511.0,13959.0,4519.0,1008.0,Bournemouth
Alex Scott,3.0,19.0,0.0,True,2023-08-12T14:00:00Z,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,50.0,0.0,1062.0,0.0,0.0,Bournemouth
Alex Scott,14.0,11.0,0.0,False,2023-08-19T14:00:00Z,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,50.0,-148.0,1078.0,254.0,402.0,Bournemouth
Kristoffer Ajer,8.0,18.0,1.0,True,2023-08-13T13:00:00Z,2.0,2.0,1.0,83.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,14.2,1.0,2.0,1.7,1.0,0.00,0.01,0.01,1.14,45.0,0.0,22045.0,0.0,0.0,Brentford
Kristoffer Ajer,13.0,10.0,4.0,False,2023-08-19T14:00:00Z,0.0,3.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,17.4,10.4,7.0,3.5,0.0,0.15,0.55,0.70,0.02,45.0,1905.0,29542.0,4182.0,2277.0,Brentford
Ellery Balcombe,8.0,18.0,0.0,True,2023-08-13T13:00:00Z,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,40.0,0.0,21041.0,0.0,0.0,Brentford
Ellery Balcombe,13.0,10.0,0.0,False,2023-08-19T14:00:00Z,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,40.0,-373.0,23754.0,929.0,1302.0,Brentford
Shandon Baptiste,8.0,18.0,1.0,True,2023-08-13T13:00:00Z,2.0,2.0,1.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.2,0.0,0.0,0.2,0.0,0.00,0.01,0.01,0.24,45.0,0.0,286486.0,0.0,0.0,Brentford
Shandon Baptiste,13.0,10.0,0.0,False,2023-08-19T14:00:00Z,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,45.0,-15055.0,282236.0,8481.0,23536.0,Brentford
Mads Bech Sørensen,8.0,18.0,0.0,True,2023-08-13T13:00:00Z,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,40.0,0.0,16615.0,0.0,0.0,Brentford
Mads Bech Sørensen,13.0,10.0,0.0,False,2023-08-19T14:00:00Z,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,40.0,-603.0,19095.0,971.0,1574.0,Brentford
Mads Bidstrup,8.0,18.0,0.0,True,2023-08-13T13:00:00Z,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,45.0,0.0,261.0,0.0,0.0,Brentford
Mads Bidstrup,13.0,10.0,0.0,False,2023-08-19T14:00:00Z,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,45.0,-58.0,201.0,0.0,58.0,Brentford
Sergi Canós Tenés,8.0,18.0,0.0,True,2023-08-13T13:00:00Z,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,50.0,0.0,3749.0,0.0,0.0,Brentford
Sergi Canós Tenés,13.0,10.0,0.0,False,2023-08-19T14:00:00Z,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,50.0,-483.0,4108.0,258.0,741.0,Brentford
Nathan Collins,8.0,18.0,1.0,True,2023-08-13T13:00:00Z,2.0,2.0,1.0,90.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,20.8,0.7,4.0,2.6,1.0,0.00,0.01,0.01,1.26,45.0,0.0,22146.0,0.0,0.0,Brentford
Nathan Collins,13.0,10.0,6.0,False,2023-08-19T14:00:00Z,0.0,3.0,2.0,90.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,14.4,1.0,13.0,2.8,1.0,0.08,0.20,0.28,0.46,45.0,836.0,26673.0,2488.0,1652.0,Brentford
Matthew Cox,8.0,18.0,0.0,True,2023-08-13T13:00:00Z,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,40.0,0.0,1078.0,0.0,0.0,Brentford
Matthew Cox,13.0,10.0,0.0,False,2023-08-19T14:00:00Z,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,40.0,-167.0,901.0,0.0,167.0,Brentford
Mikkel Damsgaard,8.0,18.0,1.0,True,2023-08-13T13:00:00Z,2.0,2.0,1.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,10.4,0.3,17.0,2.8,0.0,0.07,0.01,0.08,0.57,50.0,0.0,9965.0,0.0,0.0,Brentford
Mikkel Damsgaard,13.0,10.0,1.0,False,2023-08-19T14:00:00Z,0.0,3.0,2.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.3,0.0,0.00,0.00,0.00,0.09,50.0,-685.0,11150.0,825.0,1510.0,Brentford
Josh Dasilva,8.0,18.0,0.0,True,2023-08-13T13:00:00Z,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,50.0,0.0,10712.0,0.0,0.0,Brentford
Josh Dasilva,13.0,10.0,1.0,False,2023-08-19T14:00:00Z,0.0,3.0,2.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.1,0.0,0.00,0.00,0.00,0.07,50.0,-1107.0,10950.0,596.0,1703.0,Brentford
Halil Dervişoğlu,8.0,18.0,0.0,True,2023-08-13T13:00:00Z,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,45.0,0.0,1426.0,0.0,0.0,Brentford
Halil Dervişoğlu,13.0,10.0,0.0,False,2023-08-19T14:00:00Z,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,45.0,-266.0,1149.0,0.0,266.0,Brentford
Mark Flekken,8.0,18.0,2.0,True,2023-08-13T13:00:00Z,2.0,2.0,1.0,90.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,17.0,34.8,0.0,0.0,3.5,1.0,0.00,0.00,0.00,1.26,45.0,0.0,159379.0,0.0,0.0,Brentford
