name,fixture,opponent_team,total_points,was_home,kickoff_time,team_h_score,team_a_score,round,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,value,transfers_balance,selected,transfers_in,transfers_out,team
Saša Lukić,13.0,4.0,2.0,True,2023-08-19T14:00:00Z,0.0,3.0,2.0,90.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,11.0,18.3,4.0,3.3,1.0,0.00,0.05,0.05,3.80,45.0,26374.0,72725.0,35175.0,8801.0,Fulham
Kevin Mbabu,5.0,9.0,0.0,False,2023-08-12T14:00:00Z,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,40.0,0.0,48889.0,0.0,0.0,Fulham
Kevin Mbabu,13.0,4.0,0.0,True,2023-08-19T14:00:00Z,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,40.0,-2312.0,51802.0,2062.0,4374.0,Fulham
Aleksandar Mitrović,5.0,9.0,1.0,False,2023-08-12T14:00:00Z,0.0,1.0,1.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.4,0.3,26.0,3.3,0.0,0.16,0.02,0.18,0.60,75.0,0.0,364552.0,0.0,0.0,Fulham
Aleksandar Mitrović,13.0,4.0,0.0,True,2023-08-19T14:00:00Z,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,75.0,-90313.0,315027.0,15405.0,105718.0,Fulham
Rodrigo Muniz Carvalho,5.0,9.0,0.0,False,2023-08-12T14:00:00Z,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,45.0,0.0,41896.0,0.0,0.0,Fulham
Rodrigo Muniz Carvalho,13.0,4.0,1.0,True,2023-08-19T14:00:00Z,0.0,3.0,2.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,1.27,45.0,-3849.0,42124.0,1589.0,5438.0,Fulham
João Palhinha Gonçalves,5.0,9.0,0.0,False,2023-08-12T14:00:00Z,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,50.0,0.0,14930.0,0.0,0.0,Fulham
João Palhinha Gonçalves,13.0,4.0,0.0,True,2023-08-19T14:00:00Z,0.0,3.0,2.0,23.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.4,1.2,0.0,0.5,0.0,0.00,0.01,0.01,1.87,50.0,-3883.0,11372.0,159.0,4042.0,Fulham
Tim Ream,5.0,9.0,7.0,False,2023-08-12T14:00:00Z,0.0,1.0,1.0,90.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,28.0,15.8,0.6,0.0,1.6,1.0,0.00,0.00,0.00,2.73,45.0,0.0,37677.0,0.0,0.0,Fulham
Tim Ream,13.0,4.0,-2.0,True,2023-08-19T14:00:00Z,0.0,3.0,2.0,63.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.8,2.0,0.3,1.0,0.00,0.01,0.01,6.46,45.0,12425.0,62637.0,15386.0,2961.0,Fulham
Harrison Reed,5.0,9.0,3.0,False,2023-08-12T14:00:00Z,0.0,1.0,1.0,90.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,13.2,12.8,2.0,2.8,1.0,0.00,0.08,0.08,2.73,50.0,0.0,86790.0,0.0,0.0,Fulham
Harrison Reed,13.0,4.0,1.0,True,2023-08-19T14:00:00Z,0.0,3.0,2.0,66.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.0,13.0,33.8,2.0,4.9,1.0,0.00,0.08,0.08,1.94,50.0,-6612.0,81757.0,1553.0,8165.0,Fulham
Antonee Robinson,5.0,9.0,6.0,False,2023-08-12T14:00:00Z,0.0,1.0,1.0,90.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,21.2,2.8,6.0,3.0,1.0,0.00,0.01,0.01,2.73,45.0,0.0,51917.0,0.0,0.0,Fulham
Antonee Robinson,13.0,4.0,1.0,True,2023-08-19T14:00:00Z,0.0,3.0,2.0,90.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,6.6,4.1,0.0,1.1,1.0,0.00,0.03,0.03,3.80,45.0,7630.0,70130.0,10551.0,2921.0,Fulham
Marek Rodák,5.0,9.0,0.0,False,2023-08-12T14:00:00Z,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,40.0,0.0,36955.0,0.0,0.0,Fulham
Marek Rodák,13.0,4.0,0.0,True,2023-08-19T14:00:00Z,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,40.0,-1029.0,39143.0,970.0,1999.0,Fulham
Kenny Tete,5.0,9.0,5.0,False,2023-08-12T14:00:00Z,0.0,1.0,1.0,90.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,24.0,24.2,16.6,0.0,4.1,1.0,0.00,0.02,0.02,2.73,45.0,0.0,51675.0,0.0,0.0,Fulham
Kenny Tete,13.0,4.0,1.0,True,2023-08-19T14:00:00Z,0.0,3.0,2.0,85.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,15.4,3.5,0.0,1.9,1.0,0.00,0.07,0.07,2.54,45.0,3145.0,62758.0,5892.0,2747.0,Fulham
Tosin Adarabioyo,5.0,9.0,0.0,False,2023-08-12T14:00:00Z,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,45.0,0.0,6786.0,0.0,0.0,Fulham
Tosin Adarabioyo,13.0,4.0,0.0,True,2023-08-19T14:00:00Z,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,45.0,-886.0,7142.0,115.0,1001.0,Fulham
Carlos Vinícius Alves Morais,5.0,9.0,0.0,False,2023-08-12T14:00:00Z,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,50.0,0.0,366547.0,0.0,0.0,Fulham
Carlos Vinícius Alves Morais,13.0,4.0,0.0,True,2023-08-19T14:00:00Z,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,50.0,-53787.0,325260.0,9005.0,62792.0,Fulham
Harry Wilson,5.0,9.0,3.0,False,2023-08-12T14:00:00Z,0.0,1.0,1.0,90.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,10.8,32.9,5.0,4.9,1.0,0.07,0.20,0.27,2.73,55.0,0.0,15157.0,0.0,0.0,Fulham
Harry Wilson,13.0,4.0,2.0,True,2023-08-19T14:00:00Z,0.0,3.0,2.0,90.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,11.0,20.8,26.0,5.8,1.0,0.05,0.14,0.19,3.80,55.0,1268.0,20686.0,3379.0,2111.0,Fulham
Raúl Jiménez,5.0,9.0,1.0,False,2023-08-12T14:00:00Z,0.0,1.0,1.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,1.8,6.0,0.6,1.0,0.07,0.02,0.09,2.13,55.0,0.0,103091.0,0.0,0.0,Fulham
Raúl Jiménez,13.0,4.0,2.0,True,2023-08-19T14:00:00Z,0.0,3.0,2.0,85.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.4,3.3,21.0,3.3,1.0,0.05,0.10,0.15,2.54,55.0,-10517.0,102072.0,7518.0,18035.0,Fulham
Willian Borges da Silva,5.0,9.0,0.0,False,2023-08-12T14:00:00Z,0.0,1.0,1.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,13.2,0.0,1.6,1.0,0.00,0.04,0.04,2.13,55.0,0.0,53487.0,0.0,0.0,Fulham
Willian Borges da Silva,13.0,4.0,1.0,True,2023-08-19T14:00:00Z,0.0,3.0,2.0,22.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.7,1.0,0.1,0.0,0.07,0.00,0.07,1.87,55.0,-8781.0,49171.0,1870.0,10651.0,Fulham
Calvin Bassey,5.0,9.0,0.0,False,2023-08-12T14:00:00Z,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,45.0,0.0,29050.0,0.0,0.0,Fulham
Calvin Bassey,13.0,4.0,1.0,True,2023-08-19T14:00:00Z,0.0,3.0,2.0,23.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.4,0.5,0.0,0.4,0.0,0.00,0.00,0.00,1.87,45.0,-2695.0,29878.0,1579.0,4274.0,Fulham
Luc De Fougerolles,5.0,9.0,0.0,False,2023-08-12T14:00:00Z,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,40.0,0.0,2596.0,0.0,0.0,Fulham
Luc De Fougerolles,13.0,4.0,0.0,True,2023-08-19T14:00:00Z,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,40.0,-158.0,4107.0,216.0,374.0,Fulham
Jay Stansfield,5.0,9.0,0.0,False,2023-08-12T14:00:00Z,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,45.0,0.0,0.0,0.0,0.0,Fulham
Jay Stansfield,13.0,4.0,0.0,True,2023-08-19T14:00:00Z,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,45.0,576.0,1999.0,734.0,158.0,Fulham
Matthew Dibley-Dias,5.0,9.0,0.0,False,2023-08-12T14:00:00Z,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,45.0,0.0,0.0,0.0,0.0,Fulham
Matthew Dibley-Dias,13.0,4.0,0.0,True,2023-08-19T14:00:00Z,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,45.0,95.0,349.0,128.0,33.0,Fulham
Adama Traoré,13.0,4.0,1.0,True,2023-08-19T14:00:00Z,0.0,3.0,2.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.2,0.1,0.0,0.0,0.0,0.00,0.00,0.00,1.27,50.0,1144.0,2230.0,1346.0,202.0,Fulham
Adrián San Miguel del Castillo,9.0,7.0,0.0,False,2023-08-13T15:30:00Z,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,40.0,0.0,27036.0,0.0,0.0,Liverpool
Adrián San Miguel del Castillo,14.0,3.0,0.0,True,2023-08-19T14:00:00Z,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,40.0,-331.0,31365.0,1529.0,1860.0,Liverpool
Trent Alexander-Arnold,9.0,7.0,1.0,False,2023-08-13T15:30:00Z,1.0,1.0,1.0,90.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,13.6,9.1,0.0,2.3,1.0,0.00,0.02,0.02,1.28,80.0,0.0,1514140.0,0.0,0.0,Liverpool
Trent Alexander-Arnold,14.0,3.0,2.0,True,2023-08-19T14:00:00Z,3.0,1.0,2.0,75.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,18.4,37.1,38.0,9.4,1.0,0.13,0.12,0.25,0.45,80.0,6308.0,1689685.0,83246.0,76938.0,Liverpool
Alisson Ramses Becker,9.0,7.0,3.0,False,2023-08-13T15:30:00Z,1.0,1.0,1.0,90.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,16.0,26.2,0.0,0.0,2.6,1.0,0.00,0.00,0.00,1.28,55.0,0.0,716489.0,0.0,0.0,Liverpool
Alisson Ramses Becker,14.0,3.0,2.0,True,2023-08-19T14:00:00Z,3.0,1.0,2.0,90.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,16.0,29.0,0.0,0.0,2.9,1.0,0.00,0.00,0.00,1.29,55.0,25552.0,894466.0,66646.0,41094.0,Liverpool
Stefan Bajcetic,9.0,7.0,0.0,False,2023-08-13T15:30:00Z,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,50.0,0.0,4814.0,0.0,0.0,Liverpool
Stefan Bajcetic,14.0,3.0,0.0,True,2023-08-19T14:00:00Z,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,50.0,-848.0,4935.0,369.0,1217.0,Liverpool
Darwin Núñez Ribeiro,9.0,7.0,1.0,False,2023-08-13T15:30:00Z,1.0,1.0,1.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.2,1.3,8.0,1.2,0.0,0.04,0.02,0.06,0.24,75.0,0.0,1153451.0,0.0,0.0,Liverpool
Darwin Núñez Ribeiro,14.0,3.0,1.0,True,2023-08-19T14:00:00Z,3.0,1.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.2,0.0,0.0,0.2,0.0,0.00,0.00,0.00,0.28,75.0,-143608.0,1106632.0,67659.0,211267.0,Liverpool
Diogo Teixeira da Silva,9.0,7.0,1.0,False,2023-08-13T15:30:00Z,1.0,1.0,1.0,65.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,3.2,12.9,10.0,2.6,1.0,0.07,0.01,0.08,1.04,80.0,0.0,238521.0,0.0,0.0,Liverpool
Diogo Teixeira da Silva,14.0,3.0,12.0,True,2023-08-19T14:00:00Z,3.0,1.0,2.0,75.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,33.0,39.8,22.9,98.0,16.1,1.0,0.69,0.12,0.81,0.45,80.0,-2050.0,267516.0,29834.0,31884.0,Liverpool
Harvey Elliott,9.0,7.0,1.0,False,2023-08-13T15:30:00Z,1.0,1.0,1.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.6,11.6,4.0,2.2,0.0,0.00,0.01,0.01,0.14,50.0,0.0,19381.0,0.0,0.0,Liverpool
Harvey Elliott,14.0,3.0,1.0,True,2023-08-19T14:00:00Z,3.0,1.0,2.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.4,1.1,0.0,0.2,0.0,0.00,0.00,0.00,0.84,50.0,-2092.0,20553.0,1229.0,3321.0,Liverpool
Fabio Henrique Tavares,9.0,7.0,0.0,False,2023-08-13T15:30:00Z,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,50.0,0.0,1855.0,0.0,0.0,Liverpool
Fabio Henrique Tavares,14.0,3.0,0.0,True,2023-08-19T14:00:00Z,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,50.0,-620.0,1197.0,0.0,620.0,Liverpool
Cody Gakpo,9.0,7.0,2.0,False,2023-08-13T15:30:00Z,1.0,1.0,1.0,65.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,10.9,2.0,2.1,1.0,0.00,0.05,0.05,1.04,75.0,0.0,527528.0,0.0,0.0,Liverpool
Cody Gakpo,14.0,3.0,2.0,True,2023-08-19T14:00:00Z,3.0,1.0,2.0,62.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,5.6,11.8,11.0,2.8,1.0,0.24,0.04,0.28,0.19,75.0,-31755.0,570407.0,47557.0,79312.0,Liverpool
Joe Gomez,9.0,7.0,0.0,False,2023-08-13T15:30:00Z,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,45.0,0.0,24790.0,0.0,0.0,Liverpool
Joe Gomez,14.0,3.0,1.0,True,2023-08-19T14:00:00Z,3.0,1.0,2.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.6,0.8,0.0,0.4,0.0,0.00,0.00,0.00,0.84,45.0,-2163.0,28148.0,1403.0,3566.0,Liverpool
Jordan Henderson,9.0,7.0,0.0,False,2023-08-13T15:30:00Z,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,50.0,0.0,1375.0,0.0,0.0,Liverpool
Jordan Henderson,14.0,3.0,0.0,True,2023-08-19T14:00:00Z,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,50.0,-434.0,913.0,0.0,434.0,Liverpool
Curtis Jones,9.0,7.0,1.0,False,2023-08-13T15:30:00Z,1.0,1.0,1.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.6,1.8,0.0,0.6,0.0,0.00,0.01,0.01,0.24,50.0,0.0,11655.0,0.0,0.0,Liverpool
Curtis Jones,14.0,3.0,0.0,True,2023-08-19T14:00:00Z,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,50.0,-1302.0,11824.0,547.0,1849.0,Liverpool
Caoimhin Kelleher,9.0,7.0,0.0,False,2023-08-13T15:30:00Z,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,40.0,0.0,25754.0,0.0,0.0,Liverpool
Caoimhin Kelleher,14.0,3.0,0.0,True,2023-08-19T14:00:00Z,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,40.0,-1043.0,27412.0,772.0,1815.0,Liverpool
Ibrahima Konaté,9.0,7.0,2.0,False,2023-08-13T15:30:00Z,1.0,1.0,1.0,90.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,24.4,0.6,2.0,2.7,1.0,0.00,0.00,0.00,1.28,50.0,0.0,109967.0,0.0,0.0,Liverpool
Ibrahima Konaté,14.0,3.0,2.0,True,2023-08-19T14:00:00Z,3.0,1.0,2.0,90.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,18.6,0.6,4.0,2.3,1.0,0.05,0.00,0.05,1.29,50.0,51617.0,216688.0,66162.0,14545.0,Liverpool
Luis Díaz,9.0,7.0,8.0,False,2023-08-13T15:30:00Z,1.0,1.0,1.0,76.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,20.0,35.0,14.8,33.0,8.3,1.0,0.83,0.04,0.87,1.28,75.0,0.0,445306.0,0.0,0.0,Liverpool
Luis Díaz,14.0,3.0,7.0,True,2023-08-19T14:00:00Z,3.0,1.0,2.0,85.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,36.2,28.1,28.0,9.2,1.0,0.42,0.22,0.64,1.00,76.0,305197.0,911746.0,334046.0,28849.0,Liverpool
Alexis Mac Allister,9.0,7.0,1.0,False,2023-08-13T15:30:00Z,1.0,1.0,1.0,90.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,13.0,13.6,13.5,0.0,2.7,1.0,0.00,0.22,0.22,1.28,60.0,0.0,993930.0,0.0,0.0,Liverpool
Alexis Mac Allister,14.0,3.0,-2.0,True,2023-08-19T14:00:00Z,3.0,1.0,2.0,57.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,7.8,7.9,0.0,1.6,1.0,0.00,0.05,0.05,2.38,60.0,-57686.0,1022382.0,45356.0,103042.0,Liverpool
Joel Matip,9.0,7.0,0.0,False,2023-08-13T15:30:00Z,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,50.0,0.0,20829.0,0.0,0.0,Liverpool
Joel Matip,14.0,3.0,0.0,True,2023-08-19T14:00:00Z,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,50.0,-2355.0,24028.0,1184.0,3539.0,Liverpool
Nathaniel Phillips,9.0,7.0,0.0,False,2023-08-13T15:30:00Z,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,40.0,0.0,20671.0,0.0,0.0,Liverpool
Nathaniel Phillips,14.0,3.0,0.0,True,2023-08-19T14:00:00Z,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,40.0,-1409.0,23303.0,1127.0,2536.0,Liverpool
Andrew Robertson,9.0,7.0,2.0,False,2023-08-13T15:30:00Z,1.0,1.0,1.0,90.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,26.4,12.6,2.0,4.1,1.0,0.00,0.01,0.01,1.28,65.0,0.0,293741.0,0.0,0.0,Liverpool
Andrew Robertson,14.0,3.0,2.0,True,2023-08-19T14:00:00Z,3.0,1.0,2.0,90.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,19.8,50.2,0.0,7.0,1.0,0.00,0.21,0.21,1.29,65.0,25781.0,392028.0,48897.0,23116.0,Liverpool
Mohamed Salah,9.0,7.0,5.0,False,2023-08-13T15:30:00Z,1.0,1.0,1.0,76.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,16.6,20.2,12.0,4.9,1.0,0.28,0.31,0.59,1.28,125.0,0.0,2243674.0,0.0,0.0,Liverpool
Mohamed Salah,14.0,3.0,5.0,True,2023-08-19T14:00:00Z,3.0,1.0,2.0,85.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,15.0,41.4,33.0,79.0,15.3,1.0,1.23,0.11,1.34,1.00,125.0,163064.0,2739755.0,211617.0,48553.0,Liverpool
Dominik Szoboszlai,9.0,7.0,2.0,False,2023-08-13T15:30:00Z,1.0,1.0,1.0,90.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,9.6,37.5,10.0,5.7,1.0,0.02,0.10,0.12,1.28,70.0,0.0,308481.0,0.0,0.0,Liverpool
Dominik Szoboszlai,14.0,3.0,5.0,True,2023-08-19T14:00:00Z,3.0,1.0,2.0,90.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,15.2,15.9,22.0,5.3,1.0,0.12,0.05,0.17,1.29,70.0,-10856.0,340429.0,26038.0,36894.0,Liverpool
Thiago Alcántara do Nascimento,9.0,7.0,0.0,False,2023-08-13T15:30:00Z,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,50.0,0.0,20286.0,0.0,0.0,Liverpool
Thiago Alcántara do Nascimento,14.0,3.0,0.0,True,2023-08-19T14:00:00Z,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,50.0,-3543.0,21793.0,1075.0,4618.0,Liverpool
